"SpaceID","EventTime_UTC","OccupancyState"
"SP517","2026 May 11 08:31:43 PM","OCCUPIED"
"SP105","2026 May 11 08:31:28 PM","VACANT"
"WV610","2026 May 11 08:30:55 PM","OCCUPIED"
"CB132","2026 May 11 08:30:53 PM","OCCUPIED"
"CB4410C","2026 May 11 08:29:48 PM","VACANT"
"CB970","2026 May 11 08:29:42 PM","OCCUPIED"
"CB4244A","2026 May 11 08:29:42 PM","OCCUPIED"
"CB4500","2026 May 11 08:29:20 PM","VACANT"
"CB3232B","2026 May 11 08:28:32 PM","OCCUPIED"
"CB1692","2026 May 11 08:26:53 PM","OCCUPIED"
"SP687","2026 May 11 08:26:53 PM","VACANT"
"LZ114","2026 May 11 08:25:35 PM","VACANT"
"CB210A","2026 May 11 08:25:34 PM","OCCUPIED"
"CB3928A","2026 May 11 08:24:57 PM","VACANT"
"SP351","2026 May 11 08:24:29 PM","VACANT"
"CB4419","2026 May 11 08:23:28 PM","OCCUPIED"
"CC1230","2026 May 11 08:21:54 PM","VACANT"
"CB923","2026 May 11 08:20:53 PM","OCCUPIED"
"CB4535","2026 May 11 08:20:36 PM","OCCUPIED"
"CB3488","2026 May 11 08:19:14 PM","OCCUPIED"
"LT315","2026 May 11 08:17:54 PM","OCCUPIED"
"CB3878","2026 May 11 08:16:28 PM","OCCUPIED"
"CB3772","2026 May 11 08:15:04 PM","VACANT"
"CB3881A","2026 May 11 08:13:41 PM","OCCUPIED"
"CB1391","2026 May 11 08:12:26 PM","OCCUPIED"
"CB276","2026 May 11 08:11:06 PM","VACANT"
"SP825","2026 May 11 08:09:06 PM","VACANT"
"CB2116","2026 May 11 08:04:29 PM","OCCUPIED"
"CB3815A","2026 May 11 07:57:14 PM","VACANT"
"WP108","2026 May 11 07:55:43 PM","VACANT"
"CB2963","2026 May 11 07:55:27 PM","OCCUPIED"
"CB3201","2026 May 11 07:54:47 PM","OCCUPIED"
"SP560B","2026 May 11 07:50:39 PM","OCCUPIED"
"SP320","2026 May 11 07:46:29 PM","VACANT"
"CT434A","2026 May 11 07:45:31 PM","VACANT"
"LT319","2026 May 11 07:44:57 PM","OCCUPIED"
"CB171","2026 May 11 07:44:29 PM","OCCUPIED"
"SP635B","2026 May 11 07:43:13 PM","VACANT"
"CB618","2026 May 11 07:40:26 PM","OCCUPIED"
"82804","2026 May 11 07:39:37 PM","VACANT"
"82801","2026 May 11 07:37:25 PM","VACANT"
"CB135","2026 May 11 07:37:16 PM","VACANT"
"CB214","2026 May 11 07:37:09 PM","OCCUPIED"
"82805","2026 May 11 07:36:50 PM","OCCUPIED"
"CB954","2026 May 11 07:36:38 PM","OCCUPIED"
"82811","2026 May 11 07:33:44 PM","VACANT"
"CB2748A","2026 May 11 07:33:42 PM","OCCUPIED"
"CB754","2026 May 11 07:31:31 PM","OCCUPIED"
"LT405","2026 May 11 07:28:45 PM","VACANT"
"SP488","2026 May 11 07:22:53 PM","VACANT"
"SP363A","2026 May 11 07:20:19 PM","OCCUPIED"
"HO893","2026 May 11 07:18:37 PM","OCCUPIED"
"CB3975","2026 May 11 07:17:15 PM","VACANT"
"SP109","2026 May 11 07:15:36 PM","OCCUPIED"
"CT454","2026 May 11 07:14:25 PM","VACANT"
"CB4101A","2026 May 11 07:09:16 PM","VACANT"
"SP831","2026 May 11 07:07:50 PM","VACANT"
"CB1975","2026 May 11 07:06:56 PM","VACANT"
"CB175","2026 May 11 07:06:08 PM","OCCUPIED"
"CC1272","2026 May 11 07:05:22 PM","VACANT"
"CB3976","2026 May 11 07:04:48 PM","VACANT"
"HO107","2026 May 11 07:02:47 PM","VACANT"
"CB785","2026 May 11 06:59:15 PM","VACANT"
"CB2872","2026 May 11 06:58:43 PM","OCCUPIED"
"CB2334","2026 May 11 06:57:37 PM","VACANT"
"CC1273","2026 May 11 06:55:12 PM","OCCUPIED"
"66609","2026 May 11 06:54:55 PM","VACANT"
"LT431","2026 May 11 06:51:41 PM","VACANT"
"SP345","2026 May 11 06:50:57 PM","OCCUPIED"
"SP339","2026 May 11 06:50:32 PM","OCCUPIED"
"SP656","2026 May 11 06:50:12 PM","VACANT"
"SP485A","2026 May 11 06:39:50 PM","VACANT"
"SP557","2026 May 11 06:36:45 PM","VACANT"
"CB3354","2026 May 11 06:30:12 PM","OCCUPIED"
"CB3699","2026 May 11 06:29:05 PM","VACANT"
"CB3874","2026 May 11 06:24:11 PM","OCCUPIED"
"CB1951B","2026 May 11 06:20:55 PM","OCCUPIED"
"LT558","2026 May 11 06:19:29 PM","OCCUPIED"
"SP317","2026 May 11 06:15:48 PM","VACANT"
"CB668","2026 May 11 06:15:09 PM","OCCUPIED"
"SP511","2026 May 11 06:14:15 PM","OCCUPIED"
"SP488A","2026 May 11 06:11:12 PM","VACANT"
"CB3526","2026 May 11 06:10:50 PM","OCCUPIED"
"CB2099","2026 May 11 06:05:17 PM","OCCUPIED"
"CB2385","2026 May 11 06:02:51 PM","OCCUPIED"
"CB434","2026 May 11 06:02:03 PM","OCCUPIED"
"CC1461","2026 May 11 05:57:17 PM","OCCUPIED"
"CB805","2026 May 11 05:54:28 PM","VACANT"
"SP833","2026 May 11 05:53:04 PM","OCCUPIED"
"CB1293","2026 May 11 05:51:09 PM","OCCUPIED"
"SP561","2026 May 11 05:51:06 PM","OCCUPIED"
"CB1471","2026 May 11 05:49:31 PM","VACANT"
"CC1460","2026 May 11 05:45:05 PM","OCCUPIED"
"HO579A","2026 May 11 05:44:57 PM","UNKNOWN"
"SV870","2026 May 11 05:43:05 PM","VACANT"
"CB1150A","2026 May 11 05:41:52 PM","OCCUPIED"
"CB1355","2026 May 11 05:41:12 PM","OCCUPIED"
"HO122","2026 May 11 05:40:07 PM","OCCUPIED"
"CB674","2026 May 11 05:32:12 PM","OCCUPIED"
"CB3961A","2026 May 11 05:28:39 PM","OCCUPIED"
"CB2182B","2026 May 11 05:27:47 PM","OCCUPIED"
"CC1028","2026 May 11 05:23:18 PM","VACANT"
"CB1345","2026 May 11 05:23:10 PM","OCCUPIED"
"CB784","2026 May 11 05:22:54 PM","OCCUPIED"
"CB1771","2026 May 11 05:22:46 PM","OCCUPIED"
"CB3260","2026 May 11 05:21:03 PM","OCCUPIED"
"CB1244","2026 May 11 05:19:15 PM","OCCUPIED"
"CB3973","2026 May 11 05:18:49 PM","VACANT"
"SP490","2026 May 11 05:17:19 PM","VACANT"
"SP636A","2026 May 11 05:16:57 PM","VACANT"
"CB3071","2026 May 11 05:16:03 PM","OCCUPIED"
"CB133","2026 May 11 05:15:22 PM","OCCUPIED"
"CB2227","2026 May 11 05:13:13 PM","OCCUPIED"
"SP634B","2026 May 11 05:05:41 PM","OCCUPIED"
"CB1753","2026 May 11 05:05:16 PM","OCCUPIED"
"CB2404","2026 May 11 05:00:50 PM","OCCUPIED"
"CB4138","2026 May 11 05:00:00 PM","VACANT"
"CB1572","2026 May 11 04:58:38 PM","OCCUPIED"
"CB2878","2026 May 11 04:56:50 PM","OCCUPIED"
"CB1669","2026 May 11 04:56:30 PM","OCCUPIED"
"CB815","2026 May 11 04:56:19 PM","OCCUPIED"
"CB581","2026 May 11 04:55:23 PM","OCCUPIED"
"CB3319","2026 May 11 04:54:42 PM","VACANT"
"CB968","2026 May 11 04:54:39 PM","OCCUPIED"
"SP664","2026 May 11 04:54:01 PM","OCCUPIED"
"CB556","2026 May 11 04:53:29 PM","OCCUPIED"
"CB1578","2026 May 11 04:51:50 PM","OCCUPIED"
"CB1773","2026 May 11 04:51:26 PM","OCCUPIED"
"CB1349A","2026 May 11 04:50:30 PM","VACANT"
"CB539","2026 May 11 04:46:53 PM","OCCUPIED"
"61430","2026 May 11 04:45:00 PM","VACANT"
"CB757","2026 May 11 04:44:50 PM","OCCUPIED"
"WV504","2026 May 11 04:43:30 PM","OCCUPIED"
"CB555","2026 May 11 04:39:00 PM","OCCUPIED"
"WV446","2026 May 11 04:38:26 PM","OCCUPIED"
"LT3A","2026 May 11 04:37:05 PM","OCCUPIED"
"CB2276","2026 May 11 04:36:55 PM","OCCUPIED"
"CB982","2026 May 11 04:36:23 PM","OCCUPIED"
"CB3928F","2026 May 11 04:36:05 PM","OCCUPIED"
"CB2100","2026 May 11 04:35:37 PM","OCCUPIED"
"CB2598","2026 May 11 04:35:25 PM","OCCUPIED"
"CB1508","2026 May 11 04:32:08 PM","OCCUPIED"
"CB963","2026 May 11 04:31:30 PM","OCCUPIED"
"CB568","2026 May 11 04:29:07 PM","OCCUPIED"
"CB3707","2026 May 11 04:28:32 PM","VACANT"
"CB1375","2026 May 11 04:25:34 PM","OCCUPIED"
"CB3040","2026 May 11 04:24:11 PM","OCCUPIED"
"SP486A","2026 May 11 04:23:29 PM","VACANT"
"CB561","2026 May 11 04:23:13 PM","OCCUPIED"
"CB3070","2026 May 11 04:18:56 PM","OCCUPIED"
"CB777","2026 May 11 04:17:20 PM","OCCUPIED"
"CB962","2026 May 11 04:17:17 PM","OCCUPIED"
"CB1584","2026 May 11 04:17:12 PM","OCCUPIED"
"CB481","2026 May 11 04:16:05 PM","OCCUPIED"
"CB2046A","2026 May 11 04:12:51 PM","OCCUPIED"
"CB1813","2026 May 11 04:11:46 PM","OCCUPIED"
"CB2163","2026 May 11 04:11:14 PM","OCCUPIED"
"CB4464","2026 May 11 04:06:09 PM","OCCUPIED"
"CB1589","2026 May 11 04:05:13 PM","OCCUPIED"
"LT371A","2026 May 11 04:05:09 PM","OCCUPIED"
"CB712","2026 May 11 04:03:39 PM","OCCUPIED"
"CB778","2026 May 11 04:01:29 PM","OCCUPIED"
"CB1153","2026 May 11 04:01:28 PM","OCCUPIED"
"CB1499","2026 May 11 04:01:12 PM","OCCUPIED"
"CB536","2026 May 11 04:00:28 PM","OCCUPIED"
"CC968C","2026 May 11 04:00:22 PM","VACANT"
"SP113","2026 May 11 03:59:56 PM","OCCUPIED"
"SV104","2026 May 11 03:59:42 PM","VACANT"
"CB1500","2026 May 11 03:58:49 PM","OCCUPIED"
"CT460","2026 May 11 03:56:55 PM","OCCUPIED"
"SP514","2026 May 11 03:55:39 PM","OCCUPIED"
"CB592","2026 May 11 03:55:21 PM","OCCUPIED"
"LT372A","2026 May 11 03:55:21 PM","OCCUPIED"
"CB2496","2026 May 11 03:53:28 PM","OCCUPIED"
"CB3678D","2026 May 11 03:52:09 PM","OCCUPIED"
"CB657","2026 May 11 03:50:45 PM","OCCUPIED"
"CB360C","2026 May 11 03:50:30 PM","OCCUPIED"
"CB114","2026 May 11 03:50:23 PM","OCCUPIED"
"CB496","2026 May 11 03:47:35 PM","OCCUPIED"
"CB975","2026 May 11 03:46:49 PM","OCCUPIED"
"WV118","2026 May 11 03:46:42 PM","VACANT"
"CB1591","2026 May 11 03:46:25 PM","OCCUPIED"
"CB2275","2026 May 11 03:45:06 PM","OCCUPIED"
"CB966","2026 May 11 03:42:48 PM","OCCUPIED"
"CT461B","2026 May 11 03:41:08 PM","VACANT"
"CB2101","2026 May 11 03:40:24 PM","OCCUPIED"
"SP536","2026 May 11 03:37:41 PM","OCCUPIED"
"CB749","2026 May 11 03:37:12 PM","OCCUPIED"
"CC1586","2026 May 11 03:32:47 PM","OCCUPIED"
"CB624","2026 May 11 03:31:00 PM","OCCUPIED"
"CB1580","2026 May 11 03:27:53 PM","OCCUPIED"
"CB2612","2026 May 11 03:25:55 PM","OCCUPIED"
"CB3960A","2026 May 11 03:25:46 PM","OCCUPIED"
"CB2413","2026 May 11 03:24:40 PM","OCCUPIED"
"CB549","2026 May 11 03:24:05 PM","OCCUPIED"
"CB585","2026 May 11 03:23:23 PM","OCCUPIED"
"CB1852A","2026 May 11 03:20:40 PM","OCCUPIED"
"SV242","2026 May 11 03:19:50 PM","OCCUPIED"
"CB547","2026 May 11 03:18:58 PM","OCCUPIED"
"SV404","2026 May 11 03:18:44 PM","OCCUPIED"
"HO281C","2026 May 11 03:18:03 PM","UNKNOWN"
"CB547A","2026 May 11 03:17:45 PM","OCCUPIED"
"CB322","2026 May 11 03:16:18 PM","OCCUPIED"
"CB2177","2026 May 11 03:16:10 PM","OCCUPIED"
"CB2570","2026 May 11 03:15:02 PM","OCCUPIED"
"CB608","2026 May 11 03:14:22 PM","OCCUPIED"
"CB554A","2026 May 11 03:13:11 PM","OCCUPIED"
"CB70","2026 May 11 03:11:48 PM","OCCUPIED"
"CB2117A","2026 May 11 03:10:41 PM","OCCUPIED"
"CB3838","2026 May 11 03:10:11 PM","OCCUPIED"
"CB848","2026 May 11 03:05:50 PM","OCCUPIED"
"CB279","2026 May 11 03:00:48 PM","OCCUPIED"
"CB4136","2026 May 11 03:00:33 PM","OCCUPIED"
"CB774","2026 May 11 02:58:15 PM","OCCUPIED"
"CB1852B","2026 May 11 02:53:57 PM","OCCUPIED"
"CB987","2026 May 11 02:53:45 PM","VACANT"
"SP563","2026 May 11 02:51:16 PM","OCCUPIED"
"CB2380","2026 May 11 02:44:43 PM","OCCUPIED"
"LT428","2026 May 11 02:38:40 PM","OCCUPIED"
"CB149","2026 May 11 02:34:52 PM","OCCUPIED"
"CB1351","2026 May 11 02:28:48 PM","OCCUPIED"
"LT462","2026 May 11 02:28:43 PM","OCCUPIED"
"CB540","2026 May 11 02:26:12 PM","OCCUPIED"
"CB776","2026 May 11 02:24:00 PM","OCCUPIED"
"CB656A","2026 May 11 02:21:25 PM","OCCUPIED"
"SV519","2026 May 11 02:18:12 PM","VACANT"
"CB1567","2026 May 11 02:15:12 PM","OCCUPIED"
"CB2120","2026 May 11 02:13:51 PM","OCCUPIED"
"CB2116A","2026 May 11 02:10:00 PM","OCCUPIED"
"LT493","2026 May 11 02:05:11 PM","OCCUPIED"
"CB1858","2026 May 11 02:01:57 PM","OCCUPIED"
"CB647A","2026 May 11 01:58:49 PM","OCCUPIED"
"CB593","2026 May 11 01:58:22 PM","OCCUPIED"
"WV509","2026 May 11 01:57:03 PM","OCCUPIED"
"LT120","2026 May 11 01:49:42 PM","OCCUPIED"
"CB1852","2026 May 11 01:39:27 PM","OCCUPIED"
"CB3479","2026 May 11 01:28:07 PM","OCCUPIED"
"CB1582","2026 May 11 01:26:53 PM","OCCUPIED"
"CB1221","2026 May 11 01:26:08 PM","OCCUPIED"
"CB3802","2026 May 11 01:18:58 PM","OCCUPIED"
"CB3646A","2026 May 11 01:13:41 PM","OCCUPIED"
"CB3492","2026 May 11 01:04:29 PM","OCCUPIED"
"CB967","2026 May 11 12:58:27 PM","OCCUPIED"
"SV487","2026 May 11 12:53:00 PM","OCCUPIED"
"CB1497","2026 May 11 12:46:39 PM","OCCUPIED"
"SV458","2026 May 11 12:46:03 PM","OCCUPIED"
"CB1325","2026 May 11 10:31:07 AM","OCCUPIED"
"CB3842","2026 May 11 08:13:02 AM","OCCUPIED"
"CC908","2026 May 11 07:37:51 AM","OCCUPIED"
"SP636B","2026 May 11 07:23:27 AM","OCCUPIED"
"CB781","2026 May 11 07:10:44 AM","OCCUPIED"
"SV425","2026 May 11 07:09:40 AM","OCCUPIED"
"CB1244A","2026 May 11 07:01:18 AM","VACANT"
"CB2154","2026 May 11 07:00:47 AM","VACANT"
"CB1342A","2026 May 11 07:00:40 AM","VACANT"
"CB1467A","2026 May 11 07:00:30 AM","VACANT"
"CB3750","2026 May 11 07:00:29 AM","OCCUPIED"
"CB1856A","2026 May 11 07:00:28 AM","OCCUPIED"
"CB4275","2026 May 11 07:00:26 AM","OCCUPIED"
"CB3948","2026 May 11 07:00:24 AM","OCCUPIED"
"CB1765","2026 May 11 07:00:24 AM","VACANT"
"CB4232","2026 May 11 07:00:24 AM","VACANT"
"CB1468","2026 May 11 07:00:23 AM","VACANT"
"CB3394","2026 May 11 07:00:21 AM","VACANT"
"CB1070","2026 May 11 07:00:20 AM","OCCUPIED"
"CB1472A","2026 May 11 07:00:15 AM","VACANT"
"61429","2026 May 11 05:47:28 AM","VACANT"
"61427","2026 May 11 05:02:11 AM","VACANT"
"CB4395","2026 May 11 03:28:29 AM","OCCUPIED"
"WV595","2026 May 11 02:29:57 AM","OCCUPIED"
"HO449A","2026 May 11 02:22:15 AM","OCCUPIED"
"WV473","2026 May 11 02:03:21 AM","VACANT"
"HO538B","2026 May 11 01:46:22 AM","UNKNOWN"
"MTHB1","2026 May 11 01:13:25 AM","UNKNOWN"
"CB1757","2026 May 11 12:55:46 AM","VACANT"
"CB858","2026 May 11 12:25:52 AM","VACANT"
"SV105","2026 May 10 11:14:24 PM","OCCUPIED"
"V206","2026 May 10 11:03:57 PM","OCCUPIED"
"CB765","2026 May 10 10:10:18 PM","OCCUPIED"
"HO277","2026 May 10 10:09:55 PM","VACANT"
"61432","2026 May 10 08:14:00 PM","UNKNOWN"
"HO306","2026 May 10 07:36:51 PM","OCCUPIED"
"SV523","2026 May 10 06:45:22 PM","OCCUPIED"
"SV438","2026 May 10 05:57:07 PM","OCCUPIED"
"CB981","2026 May 10 04:10:51 PM","OCCUPIED"
"61433","2026 May 10 04:05:40 PM","OCCUPIED"
"CB546A","2026 May 10 03:24:02 PM","OCCUPIED"
"HO578C","2026 May 10 02:47:16 PM","UNKNOWN"
"61436","2026 May 10 02:15:04 PM","UNKNOWN"
"V211","2026 May 10 01:25:37 PM","OCCUPIED"
"LZ128","2026 May 10 10:10:18 AM","OCCUPIED"
"CB1769","2026 May 10 09:35:00 AM","VACANT"
"CB235A","2026 May 10 05:16:19 AM","VACANT"
"SV452","2026 May 10 04:42:31 AM","OCCUPIED"
"CB1322","2026 May 10 02:55:19 AM","OCCUPIED"
"LT458","2026 May 10 02:45:13 AM","VACANT"
"CB3097","2026 May 10 02:38:02 AM","OCCUPIED"
"CB156","2026 May 10 02:29:32 AM","OCCUPIED"
"CB3549","2026 May 10 02:22:26 AM","OCCUPIED"
"CB1219","2026 May 10 02:21:29 AM","OCCUPIED"
"CB126","2026 May 10 02:04:10 AM","OCCUPIED"
"CB3124","2026 May 10 02:03:23 AM","OCCUPIED"
"CB94","2026 May 10 02:00:27 AM","OCCUPIED"
"CB3243","2026 May 10 01:48:37 AM","OCCUPIED"
"CB4386","2026 May 10 01:01:37 AM","OCCUPIED"
"CB3712A","2026 May 10 01:00:37 AM","VACANT"
"CB715A","2026 May 10 12:53:47 AM","VACANT"
"SP120","2026 May 10 12:50:45 AM","OCCUPIED"
"CB4236","2026 May 10 12:50:20 AM","VACANT"
"CB2214","2026 May 10 12:48:41 AM","OCCUPIED"
"CB650","2026 May 10 12:44:38 AM","OCCUPIED"
"CB4150","2026 May 10 12:37:45 AM","VACANT"
"CB3704","2026 May 10 12:34:21 AM","OCCUPIED"
"CB2493A","2026 May 10 12:25:53 AM","OCCUPIED"
"CB3363A","2026 May 10 12:25:07 AM","OCCUPIED"
"CB258","2026 May 10 12:22:29 AM","OCCUPIED"
"LT309","2026 May 10 12:22:24 AM","VACANT"
"CB2500","2026 May 10 12:21:40 AM","OCCUPIED"
"CB3828","2026 May 10 12:21:05 AM","OCCUPIED"
"61425","2026 May 10 12:16:46 AM","OCCUPIED"
"CB3928C","2026 May 10 12:13:27 AM","VACANT"
"61437","2026 May 10 12:08:58 AM","VACANT"
"CB2363","2026 May 09 11:50:19 PM","VACANT"
"LZ123","2026 May 09 11:49:42 PM","VACANT"
"V124","2026 May 09 11:41:17 PM","OCCUPIED"
"CT437","2026 May 09 11:38:59 PM","OCCUPIED"
"V210","2026 May 09 11:37:59 PM","OCCUPIED"
"61462","2026 May 09 11:36:39 PM","VACANT"
"61461","2026 May 09 11:36:10 PM","VACANT"
"V213","2026 May 09 11:34:56 PM","OCCUPIED"
"61460","2026 May 09 11:34:43 PM","VACANT"
"CB2627","2026 May 09 11:24:20 PM","OCCUPIED"
"CB1152A","2026 May 09 10:54:49 PM","OCCUPIED"
"CB2862","2026 May 09 10:53:23 PM","VACANT"
"CB3814","2026 May 09 10:42:32 PM","OCCUPIED"
"CB1464A","2026 May 09 10:36:33 PM","OCCUPIED"
"CB3237","2026 May 09 10:19:03 PM","OCCUPIED"
"CB3491","2026 May 09 10:16:38 PM","OCCUPIED"
"CB3952A","2026 May 09 09:58:45 PM","OCCUPIED"
"CB921","2026 May 09 09:46:44 PM","VACANT"
"CT607","2026 May 09 09:45:54 PM","VACANT"
"CT453","2026 May 09 09:33:19 PM","VACANT"
"CB4184","2026 May 09 09:20:23 PM","OCCUPIED"
"CB883","2026 May 09 09:13:54 PM","OCCUPIED"
"CB1341","2026 May 09 09:05:20 PM","OCCUPIED"
"CB3099","2026 May 09 08:42:58 PM","OCCUPIED"
"CT76","2026 May 09 08:18:27 PM","OCCUPIED"
"CB2749A","2026 May 09 08:12:07 PM","OCCUPIED"
"CB1241A","2026 May 09 07:54:59 PM","OCCUPIED"
"CB2637","2026 May 09 07:41:36 PM","OCCUPIED"
"CB101","2026 May 09 07:28:22 PM","VACANT"
"HO566","2026 May 09 07:13:35 PM","UNKNOWN"
"CB949","2026 May 09 07:07:04 PM","OCCUPIED"
"HO626","2026 May 09 06:03:08 PM","UNKNOWN"
"V170","2026 May 09 05:58:35 PM","UNKNOWN"
"HO513A","2026 May 09 05:58:06 PM","UNKNOWN"
"66129","2026 May 09 05:58:06 PM","UNKNOWN"
"HO565","2026 May 09 05:53:00 PM","UNKNOWN"
"HO567","2026 May 09 05:53:00 PM","UNKNOWN"
"HO568","2026 May 09 05:53:00 PM","UNKNOWN"
"66132","2026 May 09 05:53:00 PM","UNKNOWN"
"66130","2026 May 09 05:42:29 PM","UNKNOWN"
"SP804","2026 May 09 04:57:45 PM","OCCUPIED"
"CB3228","2026 May 09 04:47:17 PM","OCCUPIED"
"CT435","2026 May 09 04:41:26 PM","OCCUPIED"
"CB3538","2026 May 09 04:40:06 PM","OCCUPIED"
"CB1046","2026 May 09 04:22:23 PM","OCCUPIED"
"WP79B","2026 May 09 03:36:59 PM","UNKNOWN"
"CB4186","2026 May 09 03:00:42 PM","OCCUPIED"
"WP92","2026 May 09 02:48:17 PM","UNKNOWN"
"CB2217","2026 May 09 01:36:28 PM","OCCUPIED"
"WV268A","2026 May 09 01:29:59 PM","VACANT"
"HO1071","2026 May 09 12:16:15 PM","OCCUPIED"
"CB3339","2026 May 09 12:00:25 PM","VACANT"
"CB1236","2026 May 09 11:38:58 AM","OCCUPIED"
"CB4476","2026 May 09 09:28:56 AM","OCCUPIED"
"HO627","2026 May 09 08:30:38 AM","UNKNOWN"
"HO618","2026 May 09 08:30:33 AM","UNKNOWN"
"HO516A","2026 May 09 08:30:30 AM","UNKNOWN"
"HO592","2026 May 09 08:30:28 AM","UNKNOWN"
"HO591A","2026 May 09 08:30:20 AM","UNKNOWN"
"HO597","2026 May 09 08:30:10 AM","UNKNOWN"
"HO510A","2026 May 09 08:30:02 AM","UNKNOWN"
"HO538A","2026 May 09 08:29:59 AM","UNKNOWN"
"HO511","2026 May 09 08:29:39 AM","UNKNOWN"
"HO516","2026 May 09 08:29:31 AM","UNKNOWN"
"HO632","2026 May 09 08:29:28 AM","UNKNOWN"
"HO505","2026 May 09 08:29:19 AM","UNKNOWN"
"HO540","2026 May 09 08:29:16 AM","UNKNOWN"
"HO549","2026 May 09 08:29:11 AM","UNKNOWN"
"HO513","2026 May 09 08:29:09 AM","UNKNOWN"
"HO487","2026 May 09 08:29:09 AM","UNKNOWN"
"HO485","2026 May 09 08:29:09 AM","UNKNOWN"
"HO545","2026 May 09 08:29:08 AM","UNKNOWN"
"HO495","2026 May 09 08:29:08 AM","UNKNOWN"
"HO502","2026 May 09 08:29:07 AM","UNKNOWN"
"HO499","2026 May 09 08:29:07 AM","UNKNOWN"
"HO623","2026 May 09 08:29:07 AM","UNKNOWN"
"HO514B","2026 May 09 08:29:06 AM","UNKNOWN"
"HO515A","2026 May 09 08:29:06 AM","UNKNOWN"
"HO514A","2026 May 09 08:29:06 AM","UNKNOWN"
"HO548","2026 May 09 08:28:59 AM","UNKNOWN"
"HO600","2026 May 09 08:28:59 AM","UNKNOWN"
"HO545A","2026 May 09 08:28:58 AM","UNKNOWN"
"HO482","2026 May 09 08:28:58 AM","UNKNOWN"
"HO483","2026 May 09 08:28:57 AM","UNKNOWN"
"HO482A","2026 May 09 08:28:56 AM","UNKNOWN"
"HO934A","2026 May 09 08:28:56 AM","UNKNOWN"
"HO622","2026 May 09 08:28:56 AM","UNKNOWN"
"HO932","2026 May 09 08:28:55 AM","UNKNOWN"
"HO496","2026 May 09 08:28:54 AM","UNKNOWN"
"HO514","2026 May 09 08:28:51 AM","UNKNOWN"
"HO552","2026 May 09 08:28:51 AM","UNKNOWN"
"66433","2026 May 09 08:27:17 AM","UNKNOWN"
"66128","2026 May 09 08:27:08 AM","UNKNOWN"
"66127","2026 May 09 08:26:58 AM","UNKNOWN"
"HO590","2026 May 09 08:25:41 AM","UNKNOWN"
"HO948","2026 May 09 08:22:49 AM","UNKNOWN"
"HO936","2026 May 09 07:52:04 AM","UNKNOWN"
"HO485A","2026 May 09 07:52:04 AM","UNKNOWN"
"HO952","2026 May 09 07:52:04 AM","UNKNOWN"
"66431","2026 May 09 07:52:04 AM","UNKNOWN"
"HO602","2026 May 09 07:52:04 AM","UNKNOWN"
"HO495A","2026 May 09 07:52:04 AM","UNKNOWN"
"HO933","2026 May 09 07:52:04 AM","UNKNOWN"
"HO619","2026 May 09 07:52:04 AM","UNKNOWN"
"HO489","2026 May 09 07:52:04 AM","UNKNOWN"
"HO505A","2026 May 09 07:52:04 AM","UNKNOWN"
"HO933A","2026 May 09 07:52:04 AM","UNKNOWN"
"HO934","2026 May 09 07:52:04 AM","UNKNOWN"
"HO591","2026 May 09 07:52:04 AM","UNKNOWN"
"HO501","2026 May 09 07:47:01 AM","UNKNOWN"
"HO507","2026 May 09 07:47:01 AM","UNKNOWN"
"HO486B","2026 May 09 07:47:01 AM","UNKNOWN"
"HO932A","2026 May 09 07:47:01 AM","UNKNOWN"
"HO547","2026 May 09 07:47:01 AM","UNKNOWN"
"HO488","2026 May 09 07:47:01 AM","UNKNOWN"
"HO603","2026 May 09 07:47:01 AM","UNKNOWN"
"HO599","2026 May 09 07:47:01 AM","UNKNOWN"
"HO598","2026 May 09 07:47:01 AM","UNKNOWN"
"HO538","2026 May 09 07:47:01 AM","UNKNOWN"
"HO556","2026 May 09 07:47:01 AM","UNKNOWN"
"HO508","2026 May 09 07:47:01 AM","UNKNOWN"
"HO951","2026 May 09 07:47:01 AM","UNKNOWN"
"HO506","2026 May 09 07:47:01 AM","UNKNOWN"
"HO500","2026 May 09 07:47:01 AM","UNKNOWN"
"HO487B","2026 May 09 07:47:01 AM","UNKNOWN"
"HO947","2026 May 09 07:41:58 AM","UNKNOWN"
"HO601","2026 May 09 07:41:58 AM","UNKNOWN"
"HO487A","2026 May 09 07:41:58 AM","UNKNOWN"
"HO498","2026 May 09 07:41:58 AM","UNKNOWN"
"HO484B","2026 May 09 07:41:58 AM","UNKNOWN"
"HO554","2026 May 09 07:41:58 AM","UNKNOWN"
"HO628","2026 May 09 07:41:58 AM","UNKNOWN"
"HO595","2026 May 09 07:41:58 AM","UNKNOWN"
"66435","2026 May 09 07:41:58 AM","UNKNOWN"
"HO931","2026 May 09 07:41:58 AM","UNKNOWN"
"HO931A","2026 May 09 07:36:56 AM","UNKNOWN"
"HO621","2026 May 09 06:41:26 AM","UNKNOWN"
"CB3854","2026 May 09 06:08:58 AM","VACANT"
"HO625","2026 May 09 05:32:23 AM","UNKNOWN"
"HO950","2026 May 09 03:18:49 AM","UNKNOWN"
"66447","2026 May 09 02:49:58 AM","UNKNOWN"
"SV401A","2026 May 09 02:48:07 AM","OCCUPIED"
"SV493","2026 May 09 02:01:42 AM","OCCUPIED"
"66135","2026 May 09 01:14:31 AM","UNKNOWN"
"66134","2026 May 09 01:14:31 AM","UNKNOWN"
